order_id,order_date,user_id,name,city,membership,restaurant_id,restaurant_name,cuisine,rating,total_amount
22,2023-07-12,688,User_688,Hyderabad,Gold,279,Sri Tiffins Andhra,Italian,4.9,507.82
23,2023-06-14,2640,User_2640,Bangalore,Gold,83,Darbar Mess Pure Veg,Chinese,3.5,1025.36
24,2023-01-22,2403,User_2403,Pune,Gold,434,Amma Kitchen Punjabi,Italian,4.7,412.5
25,2023-06-07,288,User_288,Pune,Regular,18,Annapurna Kitchen Family Restaurant,Italian,4.5,147.9
26,2023-12-24,2915,User_2915,Chennai,Gold,129,New Cafe North Indian,Indian,4.1,933.31
27,2023-08-08,1056,User_1056,Bangalore,Regular,399,Swagath Cafe Multicuisine,Chinese,3.2,678.38
28,2023-03-23,2370,User_2370,Bangalore,Regular,63,Ruchi Foods South Indian,Italian,5.0,900.74
29,2023-09-20,2905,User_2905,Pune,Gold,115,Annapurna Eatery Non-Veg,Chinese,3.3,903.0
30,2023-04-23,2009,User_2009,Chennai,Gold,18,Annapurna Kitchen Family Restaurant,Italian,4.5,996.26
31,2023-04-03,1986,User_1986,Bangalore,Regular,190,Amma Restaurant Pure Veg,Chinese,3.1,199.16
32,2023-01-26,1407,User_1407,Pune,Gold,93,Swagath Cafe Multicuisine,Chinese,4.9,741.1
33,2023-07-04,1761,User_1761,Bangalore,Gold,346,Amma Dhaba Non-Veg,Indian,4.5,957.07
34,2023-06-15,844,User_844,Chennai,Gold,350,Classic Curry House South Indian,Mexican,3.2,455.96
35,2023-05-15,2858,User_2858,Hyderabad,Regular,291,Annapurna Foods Non-Veg,Mexican,4.3,121.81
36,2023-09-12,186,User_186,Chennai,Regular,113,Darbar Biryani Pure Veg,Chinese,5.0,140.83
37,2023-02-01,952,User_952,Chennai,Gold,34,Ruchi Dhaba Multicuisine,Chinese,4.3,1198.64
38,2023-01-11,2972,User_2972,Bangalore,Regular,376,Amma Cafe Non-Veg,Indian,3.4,751.82
39,2023-02-23,118,User_118,Pune,Regular,170,Spice Tiffins Family Restaurant,Mexican,4.4,596.06
40,2023-07-25,2773,User_2773,Pune,Gold,63,Ruchi Foods South Indian,Italian,5.0,622.5
41,2023-01-09,1071,User_1071,Hyderabad,Gold,145,Amma Restaurant South Indian,Italian,3.1,753.16
42,2023-01-21,2274,User_2274,Chennai,Regular,121,Sri Delights Non-Veg,Indian,4.1,955.51
43,2023-03-26,380,User_380,Bangalore,Regular,256,Sri Curry House Andhra,Italian,3.1,850.52
44,2023-12-04,633,User_633,Pune,Gold,161,Annapurna Biryani South Indian,Mexican,3.8,512.14
45,2023-09-13,1146,User_1146,Pune,Gold,426,Royal Foods Non-Veg,Chinese,3.5,914.87
46,2023-12-25,2294,User_2294,Pune,Regular,72,Sri Foods Chinese,Mexican,3.4,602.82
47,2023-09-30,505,User_505,Hyderabad,Gold,69,Classic Tiffins Punjabi,Chinese,4.9,929.24
48,2023-11-30,372,User_372,Chennai,Regular,397,Amma Foods Family Restaurant,Indian,4.8,957.14
49,2023-02-10,2911,User_2911,Pune,Regular,234,Swagath Kitchen North Indian,Chinese,3.7,183.82
50,2023-09-26,1673,User_1673,Chennai,Regular,118,Amma Mess Pure Veg,Mexican,3.8,298.54
51,2023-05-10,1853,User_1853,Hyderabad,Gold,381,New Delights North Indian,Italian,4.6,893.66
52,2023-08-18,799,User_799,Chennai,Regular,462,Grand Curry House Family Restaurant,Italian,3.1,1423.59
53,2023-12-14,638,User_638,Hyderabad,Regular,262,Hotel Cafe Punjabi,Chinese,4.9,261.16
54,2023-09-06,1042,User_1042,Pune,Gold,266,Annapurna Delights Multicuisine,Italian,3.9,334.11
55,2023-06-08,2610,User_2610,Pune,Regular,172,Darbar Eatery Family Restaurant,Italian,3.9,838.38
56,2023-10-20,2560,User_2560,Pune,Gold,215,Spice Biryani Punjabi,Mexican,4.4,1499.8
57,2023-06-16,392,User_392,Chennai,Regular,273,Swagath Delights Andhra,Indian,3.9,852.11
58,2023-02-22,606,User_606,Hyderabad,Gold,361,Royal Dhaba Punjabi,Indian,4.5,1281.55
59,2023-11-07,1785,User_1785,Bangalore,Gold,247,Hotel Mess Punjabi,Mexican,3.2,169.22
60,2023-04-10,1077,User_1077,Chennai,Regular,373,Sai Delights Chinese,Indian,3.6,544.55
61,2023-08-30,1753,User_1753,Hyderabad,Gold,130,Royal Restaurant South Indian,Indian,4.6,1134.71
62,2023-11-24,723,User_723,Bangalore,Gold,165,Udupi Kitchen Chinese,Mexican,4.3,722.78
63,2023-07-27,205,User_205,Pune,Gold,339,Annapurna Eatery South Indian,Indian,3.1,1107.3
64,2023-03-09,1565,User_1565,Pune,Regular,189,Hotel Curry House Non-Veg,Indian,4.8,625.41
65,2023-04-07,2905,User_2905,Pune,Gold,220,Spice Kitchen North Indian,Mexican,3.2,881.86
66,2023-08-12,340,User_340,Chennai,Regular,70,Swagath Delights Punjabi,Chinese,4.7,1356.31
67,2023-08-07,2716,User_2716,Pune,Regular,233,Grand Cafe Family Restaurant,Italian,4.5,781.02
68,2023-04-19,850,User_850,Chennai,Regular,292,Amma Cafe North Indian,Mexican,4.0,165.97
69,2023-07-10,929,User_929,Chennai,Gold,162,New Foods Multicuisine,Italian,3.3,1377.54
70,2023-09-23,179,User_179,Bangalore,Regular,463,Hotel Delights Chinese,Chinese,3.2,890.18
71,2023-05-18,773,User_773,Pune,Gold,256,Sri Curry House Andhra,Italian,3.1,1401.97
72,2023-11-28,204,User_204,Bangalore,Regular,413,Sai Curry House Punjabi,Italian,3.3,575.36
73,2023-04-19,1725,User_1725,Bangalore,Gold,80,Spice Mess Chinese,Italian,3.9,765.76
74,2023-12-01,1284,User_1284,Chennai,Regular,229,Ruchi Mess Family Restaurant,Italian,3.8,1223.01
75,2023-08-22,849,User_849,Pune,Regular,444,Classic Cafe Family Restaurant,Chinese,4.7,700.31
76,2023-08-28,1565,User_1565,Pune,Regular,233,Grand Cafe Family Restaurant,Italian,4.5,1117.61
77,2023-10-22,1632,User_1632,Bangalore,Regular,80,Spice Mess Chinese,Italian,3.9,851.28
78,2023-12-24,2286,User_2286,Chennai,Regular,432,Hotel Eatery Pure Veg,Mexican,5.0,271.81
79,2023-03-09,1396,User_1396,Pune,Gold,242,Classic Dhaba Punjabi,Mexican,4.0,1052.51
80,2023-02-23,1965,User_1965,Hyderabad,Gold,291,Annapurna Foods Non-Veg,Mexican,4.3,1323.7
81,2023-08-18,2320,User_2320,Hyderabad,Gold,368,Sri Dhaba Pure Veg,Indian,4.4,537.78
82,2023-01-11,38,User_38,Chennai,Gold,257,Sri Kitchen Family Restaurant,Italian,3.4,1326.03
83,2023-09-03,1149,User_1149,Chennai,Gold,347,Amma Delights Chinese,Chinese,4.8,961.02
84,2023-12-29,2879,User_2879,Pune,Gold,196,Hotel Curry House Chinese,Italian,5.0,488.53
85,2023-11-12,2917,User_2917,Bangalore,Gold,201,Spice Cafe Pure Veg,Mexican,3.4,1102.52
86,2023-10-28,2563,User_2563,Hyderabad,Regular,423,Royal Tiffins Multicuisine,Indian,3.2,1018.04
87,2023-04-14,1750,User_1750,Pune,Gold,385,Ruchi Mess Multicuisine,Chinese,4.4,1103.42
88,2023-06-01,58,User_58,Bangalore,Regular,320,Hotel Cafe Multicuisine,Italian,4.1,196.11
89,2023-06-20,1619,User_1619,Bangalore,Regular,158,Hotel Biryani Pure Veg,Indian,4.5,619.05
90,2023-01-16,2760,User_2760,Hyderabad,Regular,320,Hotel Cafe Multicuisine,Italian,4.1,264.05
91,2023-07-07,2309,User_2309,Chennai,Gold,476,Royal Curry House Multicuisine,Mexican,3.4,391.36
92,2023-01-07,81,User_81,Chennai,Regular,200,Annapurna Restaurant Pure Veg,Chinese,3.9,870.09
93,2023-01-22,2874,User_2874,Hyderabad,Regular,1,Royal Kitchen Family Restaurant,Chinese,4.8,441.18
94,2023-12-10,587,User_587,Chennai,Regular,176,Classic Delights North Indian,Italian,4.0,285.28
95,2023-02-20,570,User_570,Bangalore,Gold,280,Taste of Dhaba Andhra,Chinese,3.7,795.58
96,2023-09-17,1048,User_1048,Pune,Regular,157,Sai Restaurant Family Restaurant,Italian,4.5,711.84
97,2023-09-18,614,User_614,Hyderabad,Regular,335,New Biryani Family Restaurant,Italian,3.9,190.14
98,2023-12-05,1135,User_1135,Bangalore,Regular,161,Annapurna Biryani South Indian,Mexican,3.8,1225.83
99,2023-11-25,549,User_549,Pune,Gold,11,Taste of Kitchen Family Restaurant,Chinese,4.9,146.68
100,2023-12-15,2811,User_2811,Bangalore,Gold,484,Taste of Biryani Punjabi,Mexican,4.2,632.94
101,2023-09-24,1337,User_1337,Bangalore,Regular,96,Annapurna Biryani Non-Veg,Mexican,4.4,852.59
102,2023-03-07,991,User_991,Pune,Regular,482,Classic Tiffins Pure Veg,Chinese,4.5,913.83
103,2023-04-11,1922,User_1922,Chennai,Gold,492,Swagath Kitchen North Indian,Italian,4.0,1017.18
104,2023-10-03,1115,User_1115,Chennai,Regular,379,New Dhaba South Indian,Mexican,4.1,1191.17
105,2023-06-01,804,User_804,Bangalore,Gold,407,Grand Cafe Chinese,Mexican,4.6,109.14
106,2023-11-18,2873,User_2873,Pune,Gold,68,Taste of Biryani Andhra,Italian,4.1,1352.79
107,2023-03-05,1118,User_1118,Pune,Gold,388,Spice Cafe South Indian,Indian,3.9,1037.09
108,2023-04-16,1493,User_1493,Chennai,Regular,5,Udupi Foods South Indian,Chinese,4.8,1375.29
109,2023-05-27,532,User_532,Hyderabad,Gold,432,Hotel Eatery Pure Veg,Mexican,5.0,1461.82
110,2023-06-04,1350,User_1350,Bangalore,Gold,220,Spice Kitchen North Indian,Mexican,3.2,932.09
111,2023-03-30,1416,User_1416,Pune,Regular,66,Swagath Dhaba Punjabi,Italian,4.7,1346.23
112,2023-11-15,2446,User_2446,Bangalore,Gold,447,Amma Biryani South Indian,Chinese,3.2,149.76
113,2023-04-13,2265,User_2265,Pune,Gold,28,Swagath Delights Multicuisine,Chinese,3.6,475.81
114,2023-07-29,142,User_142,Pune,Regular,390,Grand Restaurant Pure Veg,Mexican,4.7,842.42
115,2023-02-17,827,User_827,Chennai,Gold,184,Annapurna Tiffins Punjabi,Mexican,3.5,367.72
116,2023-03-12,2476,User_2476,Pune,Regular,319,Darbar Eatery Family Restaurant,Indian,3.1,296.82
117,2023-05-07,1449,User_1449,Pune,Gold,328,Ruchi Curry House Andhra,Mexican,4.6,1485.31
118,2023-07-22,1209,User_1209,Bangalore,Gold,209,Royal Tiffins Family Restaurant,Indian,3.6,880.41
119,2023-09-18,1741,User_1741,Pune,Gold,257,Sri Kitchen Family Restaurant,Italian,3.4,1008.64
120,2023-08-06,1385,User_1385,Bangalore,Regular,379,New Dhaba South Indian,Mexican,4.1,1146.39
121,2023-07-31,383,User_383,Hyderabad,Regular,438,Grand Biryani Pure Veg,Italian,3.2,930.64
122,2023-08-01,2661,User_2661,Chennai,Gold,376,Amma Cafe Non-Veg,Indian,3.4,769.46
123,2023-12-17,2440,User_2440,Pune,Regular,73,Spice Mess Andhra,Mexican,3.1,1492.73
124,2023-06-07,257,User_257,Chennai,Regular,102,Darbar Foods Andhra,Italian,4.9,996.95
125,2023-10-09,1649,User_1649,Chennai,Gold,14,Taste of Tiffins North Indian,Indian,3.8,1345.86
126,2023-09-29,970,User_970,Bangalore,Regular,122,Amma Eatery Non-Veg,Indian,3.9,320.68
127,2023-01-04,2913,User_2913,Pune,Gold,309,Ruchi Curry House Multicuisine,Indian,4.5,1251.4
128,2023-06-10,42,User_42,Bangalore,Regular,152,Hotel Curry House Punjabi,Indian,4.8,379.57
129,2023-11-28,1227,User_1227,Hyderabad,Gold,46,Udupi Delights Family Restaurant,Chinese,3.6,158.62
130,2023-09-05,1128,User_1128,Pune,Gold,418,Annapurna Foods Multicuisine,Chinese,3.3,710.77
131,2023-08-10,2850,User_2850,Hyderabad,Gold,389,Ruchi Mess Multicuisine,Italian,4.9,1406.07
132,2023-03-03,778,User_778,Hyderabad,Gold,302,Spice Curry House Andhra,Mexican,4.9,198.22
133,2023-03-29,2384,User_2384,Pune,Regular,165,Udupi Kitchen Chinese,Mexican,4.3,872.28
134,2023-03-24,45,User_45,Hyderabad,Gold,220,Spice Kitchen North Indian,Mexican,3.2,775.17
135,2023-11-09,912,User_912,Bangalore,Regular,483,Darbar Restaurant Family Restaurant,Chinese,4.5,365.07
136,2023-02-16,2643,User_2643,Chennai,Regular,175,Sai Biryani Non-Veg,Chinese,4.1,968.84
137,2023-05-27,1603,User_1603,Chennai,Gold,20,Hotel Cafe Punjabi,Indian,3.7,1401.56
138,2023-05-09,880,User_880,Pune,Regular,384,Annapurna Biryani Andhra,Mexican,4.6,1140.38
139,2023-04-20,1639,User_1639,Hyderabad,Regular,19,Classic Biryani Chinese,Indian,3.6,1446.43
140,2023-03-13,765,User_765,Hyderabad,Gold,381,New Delights North Indian,Italian,4.6,1381.41
141,2023-11-12,1831,User_1831,Hyderabad,Gold,384,Annapurna Biryani Andhra,Mexican,4.6,1129.47
142,2023-02-07,1860,User_1860,Chennai,Gold,112,Grand Cafe Punjabi,Chinese,3.2,1331.64
143,2023-11-22,1729,User_1729,Chennai,Gold,259,Amma Curry House Family Restaurant,Mexican,3.7,158.75
144,2023-04-16,2519,User_2519,Chennai,Gold,452,Classic Delights Multicuisine,Chinese,4.4,247.03
145,2023-09-17,1243,User_1243,Hyderabad,Gold,11,Taste of Kitchen Family Restaurant,Chinese,4.9,365.51
146,2023-04-20,93,User_93,Bangalore,Regular,2,Royal Delights South Indian,Indian,4.1,1250.74
147,2023-05-27,1821,User_1821,Hyderabad,Regular,268,Annapurna Biryani Multicuisine,Indian,3.8,172.91
148,2023-02-06,1975,User_1975,Bangalore,Regular,73,Spice Mess Andhra,Mexican,3.1,607.82
149,2023-06-24,2337,User_2337,Bangalore,Gold,345,Sai Tiffins Chinese,Chinese,4.3,932.79
150,2023-03-01,2136,User_2136,Hyderabad,Regular,486,Udupi Mess Andhra,Italian,4.1,1402.24
151,2023-12-07,863,User_863,Bangalore,Gold,474,Annapurna Tiffins Pure Veg,Mexican,3.5,1148.35
152,2023-09-29,2115,User_2115,Pune,Gold,176,Classic Delights North Indian,Italian,4.0,112.31
153,2023-02-16,2832,User_2832,Hyderabad,Gold,34,Ruchi Dhaba Multicuisine,Chinese,4.3,641.49
154,2023-05-28,623,User_623,Pune,Gold,244,Amma Tiffins South Indian,Italian,4.3,221.42
155,2023-03-12,2523,User_2523,Pune,Gold,90,Classic Biryani Pure Veg,Italian,4.8,484.27
156,2023-08-02,282,User_282,Chennai,Gold,179,Annapurna Foods Multicuisine,Italian,3.5,1373.33
157,2023-05-26,436,User_436,Bangalore,Gold,120,Classic Biryani Multicuisine,Italian,3.2,439.11
158,2023-01-16,2732,User_2732,Hyderabad,Regular,182,Annapurna Restaurant Andhra,Mexican,4.8,439.9
159,2023-01-04,2152,User_2152,Chennai,Gold,357,Grand Mess Punjabi,Italian,3.8,1070.88
160,2023-03-30,1291,User_1291,Chennai,Gold,381,New Delights North Indian,Italian,4.6,139.67
161,2023-09-29,354,User_354,Chennai,Regular,319,Darbar Eatery Family Restaurant,Indian,3.1,175.84
162,2023-11-06,939,User_939,Chennai,Regular,208,New Curry House South Indian,Mexican,4.7,763.73
163,2023-12-26,2852,User_2852,Pune,Regular,86,Sri Curry House Chinese,Indian,4.2,190.64
164,2023-08-08,2241,User_2241,Chennai,Regular,104,Grand Dhaba South Indian,Chinese,4.9,411.65
165,2023-05-12,1982,User_1982,Chennai,Gold,325,Sri Cafe North Indian,Italian,4.5,761.84
166,2023-10-06,1583,User_1583,Hyderabad,Gold,169,Ruchi Curry House Pure Veg,Italian,4.2,456.5
167,2023-10-11,1644,User_1644,Bangalore,Regular,483,Darbar Restaurant Family Restaurant,Chinese,4.5,427.18
168,2023-06-15,1437,User_1437,Hyderabad,Gold,135,Amma Eatery Non-Veg,Indian,3.7,1357.22
169,2023-04-07,2475,User_2475,Pune,Gold,320,Hotel Cafe Multicuisine,Italian,4.1,1013.3
170,2023-03-09,2134,User_2134,Hyderabad,Regular,290,Taste of Kitchen Chinese,Chinese,4.9,1352.94
171,2023-07-15,968,User_968,Bangalore,Regular,319,Darbar Eatery Family Restaurant,Indian,3.1,1102.1
172,2023-01-22,1953,User_1953,Chennai,Gold,332,Classic Delights Family Restaurant,Chinese,4.8,1307.06
173,2023-06-18,1352,User_1352,Pune,Gold,109,Swagath Delights South Indian,Chinese,5.0,164.31
174,2023-12-11,740,User_740,Hyderabad,Gold,371,Sai Dhaba Family Restaurant,Chinese,3.1,1161.71
175,2023-10-27,238,User_238,Hyderabad,Regular,379,New Dhaba South Indian,Mexican,4.1,1482.75
176,2023-12-17,2544,User_2544,Hyderabad,Gold,171,Ruchi Mess Non-Veg,Mexican,3.6,552.39
177,2023-05-15,2271,User_2271,Pune,Gold,117,Darbar Eatery North Indian,Indian,3.9,1088.98
178,2023-05-14,424,User_424,Bangalore,Gold,375,Hotel Delights Multicuisine,Chinese,4.3,1402.18
179,2023-09-07,1437,User_1437,Hyderabad,Gold,91,Annapurna Mess Non-Veg,Italian,4.8,703.69
180,2023-05-19,816,User_816,Chennai,Regular,399,Swagath Cafe Multicuisine,Chinese,3.2,1289.82
181,2023-04-20,1090,User_1090,Pune,Regular,136,Hotel Cafe South Indian,Indian,3.6,1437.19
182,2023-02-09,131,User_131,Chennai,Gold,123,Grand Restaurant Non-Veg,Chinese,4.2,1470.97
183,2023-06-26,724,User_724,Hyderabad,Regular,489,Swagath Foods Punjabi,Italian,3.0,561.65
184,2023-03-09,1945,User_1945,Pune,Regular,391,Sri Biryani Family Restaurant,Indian,3.3,518.58
185,2023-08-13,1722,User_1722,Hyderabad,Gold,54,Ruchi Tiffins Multicuisine,Italian,4.9,105.4
186,2023-05-31,2704,User_2704,Pune,Gold,285,Ruchi Eatery North Indian,Mexican,4.8,1028.25
187,2023-06-22,2805,User_2805,Bangalore,Regular,116,Grand Cafe Punjabi,Chinese,4.2,803.92
188,2023-06-30,2666,User_2666,Chennai,Gold,277,Swagath Restaurant North Indian,Mexican,3.3,558.85
189,2023-09-02,574,User_574,Chennai,Regular,442,Sai Eatery Andhra,Italian,3.7,805.04
190,2023-03-13,1542,User_1542,Bangalore,Regular,237,Grand Restaurant South Indian,Italian,4.5,501.58
191,2023-05-05,2482,User_2482,Chennai,Regular,116,Grand Cafe Punjabi,Chinese,4.2,1340.73
192,2023-04-24,345,User_345,Chennai,Gold,76,Amma Kitchen Punjabi,Italian,4.7,862.55
193,2023-01-20,2405,User_2405,Bangalore,Regular,126,Spice Tiffins North Indian,Italian,4.5,261.66
194,2023-07-17,914,User_914,Bangalore,Regular,183,Taste of Biryani Non-Veg,Chinese,3.7,401.42
195,2023-02-12,1258,User_1258,Pune,Regular,58,Sai Biryani Multicuisine,Indian,4.4,1179.75
196,2023-07-25,789,User_789,Pune,Regular,254,Ruchi Dhaba Chinese,Indian,4.7,967.6
197,2023-03-03,996,User_996,Chennai,Gold,58,Sai Biryani Multicuisine,Indian,4.4,619.68
198,2023-04-05,767,User_767,Hyderabad,Gold,243,Grand Tiffins South Indian,Chinese,4.8,1389.57
199,2023-10-06,2543,User_2543,Pune,Regular,94,Taste of Eatery Andhra,Chinese,4.5,844.75
200,2023-02-08,2619,User_2619,Bangalore,Regular,263,Grand Curry House Andhra,Indian,4.4,258.38
201,2023-05-20,1782,User_1782,Hyderabad,Gold,49,Amma Curry House Punjabi,Italian,4.0,375.74
202,2023-02-25,1347,User_1347,Chennai,Gold,43,Sai Cafe North Indian,Chinese,4.9,1169.6
203,2023-01-30,482,User_482,Hyderabad,Regular,376,Amma Cafe Non-Veg,Indian,3.4,986.26
204,2023-10-23,2094,User_2094,Hyderabad,Gold,364,Sri Foods Non-Veg,Mexican,3.4,1164.27
205,2023-12-25,1380,User_1380,Hyderabad,Regular,54,Ruchi Tiffins Multicuisine,Italian,4.9,121.12
206,2023-12-17,253,User_253,Chennai,Regular,308,Annapurna Biryani Family Restaurant,Italian,4.3,200.98
207,2023-02-23,2453,User_2453,Pune,Regular,218,Sai Foods Pure Veg,Indian,4.1,1441.98
208,2023-03-02,1642,User_1642,Bangalore,Gold,352,Hotel Kitchen Multicuisine,Italian,4.7,1250.84
209,2023-02-01,761,User_761,Pune,Regular,232,New Dhaba Family Restaurant,Mexican,4.0,353.88
210,2023-05-02,1816,User_1816,Pune,Regular,458,Swagath Mess Pure Veg,Italian,4.8,169.2
211,2023-12-26,1209,User_1209,Bangalore,Gold,437,Swagath Tiffins Chinese,Indian,3.3,484.58
212,2023-11-10,2339,User_2339,Pune,Regular,20,Hotel Cafe Punjabi,Indian,3.7,390.16
213,2023-05-24,2626,User_2626,Bangalore,Gold,374,Annapurna Curry House Multicuisine,Mexican,3.6,701.52
214,2023-12-29,66,User_66,Chennai,Gold,365,Udupi Kitchen Multicuisine,Italian,3.6,1229.36
215,2023-07-24,1087,User_1087,Pune,Regular,446,Annapurna Cafe Andhra,Indian,4.9,334.56
216,2023-04-08,105,User_105,Hyderabad,Gold,106,Spice Foods Non-Veg,Indian,4.8,455.32
217,2023-02-20,1846,User_1846,Chennai,Regular,376,Amma Cafe Non-Veg,Indian,3.4,538.3
218,2023-03-14,327,User_327,Hyderabad,Regular,138,Classic Mess Punjabi,Indian,4.8,825.18
219,2023-02-03,430,User_430,Hyderabad,Gold,125,Sai Foods Family Restaurant,Chinese,4.3,883.67
220,2023-12-17,1154,User_1154,Bangalore,Regular,132,Spice Tiffins Chinese,Indian,3.7,394.85
221,2023-04-17,2922,User_2922,Chennai,Gold,338,Grand Kitchen Non-Veg,Mexican,4.5,616.19
222,2023-05-18,1884,User_1884,Chennai,Regular,459,Sai Delights Non-Veg,Italian,4.6,572.97
223,2023-04-10,1118,User_1118,Pune,Gold,407,Grand Cafe Chinese,Mexican,4.6,1477.26
224,2023-04-14,370,User_370,Bangalore,Gold,277,Swagath Restaurant North Indian,Mexican,3.3,1130.13
225,2023-07-28,2992,User_2992,Bangalore,Regular,47,Ruchi Cafe Punjabi,Indian,3.4,491.77
226,2023-03-25,2341,User_2341,Bangalore,Regular,100,Spice Delights Family Restaurant,Indian,3.3,307.03
227,2023-03-01,77,User_77,Pune,Regular,466,Sai Cafe South Indian,Italian,4.9,361.97
228,2023-02-06,2302,User_2302,Chennai,Regular,196,Hotel Curry House Chinese,Italian,5.0,618.25
229,2023-12-13,760,User_760,Chennai,Regular,351,Spice Dhaba Non-Veg,Mexican,4.2,672.94
230,2023-01-24,2064,User_2064,Hyderabad,Regular,186,Darbar Restaurant North Indian,Indian,4.3,1406.25
231,2023-01-09,399,User_399,Bangalore,Regular,280,Taste of Dhaba Andhra,Chinese,3.7,272.23
232,2023-03-11,196,User_196,Hyderabad,Gold,419,Darbar Delights Andhra,Chinese,3.6,744.13
233,2023-08-23,2278,User_2278,Bangalore,Gold,492,Swagath Kitchen North Indian,Italian,4.0,661.75
234,2023-02-08,2342,User_2342,Pune,Regular,62,Spice Delights Andhra,Indian,3.1,724.11
235,2023-06-23,629,User_629,Bangalore,Gold,2,Royal Delights South Indian,Indian,4.1,144.79
236,2023-05-15,1298,User_1298,Chennai,Gold,349,Taste of Eatery Punjabi,Indian,4.5,735.33
237,2023-09-02,991,User_991,Pune,Regular,329,Spice Tiffins Pure Veg,Chinese,3.3,379.94
238,2023-09-30,1695,User_1695,Bangalore,Gold,140,Royal Tiffins Punjabi,Italian,3.3,745.99
239,2023-12-28,2165,User_2165,Chennai,Gold,272,New Dhaba Pure Veg,Indian,4.8,572.94
240,2023-12-20,1879,User_1879,Hyderabad,Gold,97,Annapurna Delights Andhra,Mexican,3.7,1296.96
241,2023-09-19,2067,User_2067,Chennai,Gold,438,Grand Biryani Pure Veg,Italian,3.2,1339.09
242,2023-03-16,2160,User_2160,Chennai,Regular,198,Annapurna Tiffins North Indian,Mexican,4.1,809.35
243,2023-09-19,690,User_690,Hyderabad,Gold,17,Udupi Delights Non-Veg,Indian,4.6,1139.5
244,2023-07-10,323,User_323,Bangalore,Regular,55,Darbar Restaurant Multicuisine,Indian,3.5,506.36
245,2023-04-07,1067,User_1067,Bangalore,Regular,470,Darbar Foods Multicuisine,Italian,3.6,793.48
246,2023-08-09,2438,User_2438,Pune,Gold,339,Annapurna Eatery South Indian,Indian,3.1,212.5
247,2023-06-25,170,User_170,Hyderabad,Gold,315,Swagath Curry House Chinese,Mexican,4.7,662.32
248,2023-10-02,958,User_958,Chennai,Gold,6,Ruchi Restaurant South Indian,Chinese,4.8,931.29
249,2023-09-30,478,User_478,Pune,Regular,438,Grand Biryani Pure Veg,Italian,3.2,238.03
250,2023-06-05,2143,User_2143,Hyderabad,Regular,406,Spice Foods Non-Veg,Chinese,4.5,1067.0
251,2023-02-10,2575,User_2575,Hyderabad,Regular,250,Sai Foods Non-Veg,Mexican,3.4,248.07
252,2023-03-25,677,User_677,Chennai,Gold,396,Taste of Delights Non-Veg,Mexican,4.8,1032.04
253,2023-10-15,344,User_344,Chennai,Gold,316,Darbar Tiffins Andhra,Chinese,4.8,1117.08
254,2023-04-15,2588,User_2588,Hyderabad,Regular,270,Taste of Biryani North Indian,Mexican,3.8,793.84
255,2023-12-10,2125,User_2125,Pune,Gold,279,Sri Tiffins Andhra,Italian,4.9,655.05
256,2023-05-14,1220,User_1220,Hyderabad,Regular,205,Sri Mess North Indian,Italian,4.2,212.44
